PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD100549,2024-06-21,Technology,Contract repricing with the anchor customer cut unit margins 21%. Borrower has limited negotiating leverage given dependence on this relationship.,9,11,2,Downgrade,customer_concentration,19,covenants / covenant / test / additional
PD100550,2025-06-10,Wholesale Trade,Commodity price downturn pressuring the entire sub-sector. Rig counts and shipment volumes at multi-year lows; borrower hedges roll off in 3 quarters.,4,5,1,Downgrade,industry_headwinds,0,sector / margin / outlook / operating
PD100551,2024-03-01,Oil & Gas,Revenue contracted 14% year over year driven by softening demand. Gross margin compressed 534 bps on input cost inflation the borrower could not pass through.,5,6,1,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD100552,2024-05-29,Business Services,Fixed charge coverage covenant violation reported. FCCR of 0.9x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,10,13,3,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD100553,2024-05-25,Agriculture,"Sponsor injected $46M of fresh equity, curing the covenant breach and funding the growth capex program. Liquidity restored to $116M.",7,6,-1,Upgrade,deleveraging,17,fccr / equity / breach / sponsor
PD100554,2025-01-19,Construction,"Significant management turnover noted: controller, treasurer, and head of operations all departed within two quarters. Institutional knowledge loss is a concern for reporting quality.",10,12,2,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100555,2025-01-12,Construction,Borrower has fully drawn the revolver with utilization at 87%. Cash position declined to $8M and liquidity runway is under 7 months without additional support.,10,12,2,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD100556,2024-04-05,Business Services,Same-store sales fell 15% and foot traffic remains weak. Inventory build of $5M raises markdown risk into next season.,11,14,3,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD100557,2025-01-01,Retail,Minimum EBITDA covenant missed by 28%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,4,5,1,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD100558,2024-08-04,Construction,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.7x. Sponsor has been approached for an equity injection to shore up liquidity.,7,8,1,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD100559,2024-12-11,Hospitality,EBITDA declined 25% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,9,10,1,Downgrade,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD100560,2025-05-11,Technology,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,8,9,1,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD100561,2025-04-15,Manufacturing,CFO resigned abruptly in Q1 2024 with no permanent successor named; interim finance lead has limited sector experience. Second C-suite departure in twelve months.,5,6,1,Downgrade,management_turnover,3,capital / operating / days / borrowing
PD100562,2025-03-14,Commercial Real Estate,Borrower has fully drawn the revolver with utilization at 90%. Cash position declined to $9M and liquidity runway is under 6 months without additional support.,7,7,0,No Change,liquidity_stress,16,position / revolver utilization / revolver / additional
PD100563,2024-11-05,Healthcare,CEO transition announced amid board disagreement over strategy. Key-person risk elevated given founder's central role in top customer relationships.,9,11,2,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100564,2025-01-15,Wholesale Trade,Financial covenants tripped at the Q1 2025 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,5,7,2,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD100565,2024-11-08,Business Services,Loss of a major account announced; $16M of annual revenue affected beginning next quarter. Concentration risk previously flagged at underwriting.,8,10,2,Downgrade,customer_concentration,13,hedges / rates / market / quarters
PD100566,2024-08-06,Construction,Operating cash flow turned negative in Q4 2024. Working capital squeeze evident; payables stretched beyond 105 days and the borrower requested a temporary overadvance.,7,7,0,No Change,liquidity_stress,3,capital / operating / days / borrowing
PD100567,2024-12-17,Retail,Borrower breached the maximum leverage covenant in Q2 2024; reported 6.1x against a 3.9x threshold. Waiver request under negotiation with the bank group.,8,8,0,No Change,covenant_breach,19,covenants / covenant / test / additional
PD100568,2024-03-13,Commercial Real Estate,Minimum EBITDA covenant missed by 30%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,9,10,1,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD100569,2024-04-14,Retail,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,6,6,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD100570,2024-05-20,Transportation,Significant cash burn observed. Unrestricted cash fell 53% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,2,5,3,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD100571,2024-01-09,Agriculture,Topline deterioration continues for a third consecutive quarter. Sales down 12% and order backlog thinning. Management lowered full-year guidance materially.,8,8,0,No Change,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD100572,2024-08-06,Wholesale Trade,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $9M.,4,5,1,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD100573,2025-03-29,Commercial Real Estate,Debt maturity wall approaching; 66% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,5,7,2,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD100574,2024-05-06,Agriculture,Audited financial statements are 174 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,8,8,0,No Change,reporting_delinquency,9,ebitda / qualified / compliance / missed
PD100575,2025-03-15,Technology,Repeated delays in delivering compliance certificates and monthly borrowing base certificates. Finance function appears under-resourced following staff departures.,5,6,1,Downgrade,reporting_delinquency,3,capital / operating / days / borrowing
PD100576,2024-09-11,Hospitality,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,5,6,1,Downgrade,covenant_breach,17,fccr / equity / breach / sponsor
PD100577,2024-10-18,Business Services,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,9,13,4,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD100578,2024-07-12,Business Services,Borrower has fully drawn the revolver with utilization at 94%. Cash position declined to $5M and liquidity runway is under 7 months without additional support.,8,11,3,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD100579,2024-09-02,Construction,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $12M of revolver availability to fund payroll. Treasury reports minimal headroom.,8,12,4,Downgrade,liquidity_stress,2,headroom / concerns / missed / revolver
PD100580,2024-03-13,Hospitality,Liquidity concerns escalating. The borrower missed a scheduled sweep and drew the remaining $6M of revolver availability to fund payroll. Treasury reports minimal headroom.,5,5,0,No Change,liquidity_stress,2,headroom / concerns / missed / revolver
PD100581,2025-01-09,Hospitality,Borrower breached the maximum leverage covenant in Q3 2025; reported 4.9x against a 4.4x threshold. Waiver request under negotiation with the bank group.,6,10,4,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD100582,2024-03-15,Manufacturing,CEO transition announced amid board disagreement over strategy. Key-person risk elevated given founder's central role in top customer relationships.,8,11,3,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100583,2024-02-10,Manufacturing,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.6x. Sponsor has been approached for an equity injection to shore up liquidity.,10,12,2,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD100584,2025-05-28,Transportation,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,6,6,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD100585,2024-06-05,Oil & Gas,Minimum EBITDA covenant missed by 30%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,10,11,1,Downgrade,covenant_breach,9,ebitda / qualified / compliance / missed
PD100586,2024-07-27,Healthcare,Sector outlook deteriorating; industry volumes down 12% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,8,8,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD100587,2024-03-08,Oil & Gas,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,6,8,2,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD100588,2024-09-01,Manufacturing,Governance concerns raised after the audit committee chair stepped down. Board composition now lacks independent financial expertise.,9,10,1,Downgrade,management_turnover,6,annual / raised / repeated / concerns
PD100589,2024-04-28,Construction,New tariffs raise landed costs approximately 12% on the borrower's primary import lines. Ability to pass through to customers is unproven.,5,6,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
